shipment_id,route_id,synthetic_shipment_date,commodity_type,commodity_temp_ideal_c,commodity_shelf_life_hours,commodity_delay_tolerance_hours,transport_mode,distance_km,estimated_duration_hours,wave_height_m,wave_category,wind_speed_kmh,weather_condition,port_status_flag,port_ambient_temp_c,cold_chain_equipment,max_cargo_temp_excess_c,historical_delay_avg_hours,historical_damage_rate,departure_hour,risk_score,risk_level
synthetic-003833,darat-053,2024-08-11,Ayam Segar,2.0,48,6,darat,199.9,4.63,0.0,Tenang,13.71,Cerah,1,30.0,reefer,0.0,1.65,0.0755,19,25.47,Low
synthetic-009299,laut-061,2024-08-11,Daging Sapi Segar,1.5,120,12,laut,1042.8,50.82,4.065,Sangat Tinggi,42.31,Hujan Badai,0,26.9,pasif,30.04,19.98,0.2626,0,93.33,High
synthetic-004646,darat-065,2024-08-11,Ayam Segar,2.0,48,6,darat,435.6,9.37,0.0,Tenang,12.58,Cerah,1,30.0,pasif,24.09,7.4,0.1021,12,70.0,Medium
synthetic-007962,laut-042,2024-08-11,Tuna Segar,0.5,96,4,laut,1063.5,48.18,0.803,Rendah,14.68,Berawan,1,27.78,pasif,31.32,21.64,0.2808,12,73.33,Medium
synthetic-010511,laut-079,2024-08-11,Sayuran Daun Segar,2.0,72,6,laut,462.8,26.41,2.006,Sedang,22.08,Berawan,1,26.66,reefer,0.0,10.89,0.1248,4,51.97,Low
synthetic-012203,kombinasi-021,2024-08-11,Sayuran Daun Segar,2.0,72,6,kombinasi,745.2,34.23,1.311,Sedang,15.6,Hujan Ringan,1,28.67,reefer,0.0,21.72,0.2514,6,68.7,Medium
synthetic-008227,laut-046,2024-08-11,Daging Sapi Segar,1.5,120,12,laut,1231.3,51.1,2.884,Tinggi,28.75,Hujan Lebat,0,28.62,reefer,0.0,21.48,0.2824,21,82.27,High
synthetic-003426,darat-047,2024-08-11,Susu Segar,2.5,168,8,darat,292.4,5.86,0.0,Tenang,14.3,Berawan,1,30.0,reefer,0.0,5.58,0.0942,6,36.15,Low
synthetic-009666,laut-066,2024-08-11,Udang Beku,-19.0,4320,48,laut,198.8,18.25,2.628,Tinggi,27.12,Hujan Sedang,0,25.0,reefer,0.0,12.8,0.2353,10,58.4,Low
synthetic-001744,darat-022,2024-08-11,Udang Beku,-19.0,4320,48,darat,588.3,12.27,0.0,Tenang,14.51,Cerah,1,30.0,reefer,0.0,8.45,0.1162,7,15.11,Low
synthetic-002586,darat-034,2024-08-11,Susu Segar,2.5,168,8,darat,384.8,8.36,0.0,Tenang,9.54,Hujan Sedang,1,30.0,pasif,20.51,5.52,0.0849,18,34.67,Low
synthetic-006067,laut-017,2024-08-11,Udang Beku,-19.0,4320,48,laut,964.6,44.58,2.972,Tinggi,31.9,Hujan Sedang,0,23.83,reefer,0.0,19.12,0.2588,22,59.59,Low
synthetic-013037,kombinasi-032,2024-08-11,Udang Segar,2.0,48,4,kombinasi,892.2,40.63,1.77,Sedang,17.05,Cerah Berawan,1,28.5,reefer,0.0,23.11,0.2816,10,71.2,Medium
synthetic-006494,laut-021,2024-08-11,Es Krim,-19.0,2160,2,laut,2599.4,100.56,1.38,Sedang,18.12,Hujan Ringan,1,28.03,reefer,0.0,37.38,0.3775,0,70.52,Medium
synthetic-008701,laut-053,2024-08-11,Udang Segar,2.0,48,4,laut,2656.1,96.41,11.035,Sangat Ekstrem,110.0,Hujan Badai,0,32.0,pasif,29.44,38.92,0.3854,8,100.0,High
synthetic-007071,laut-029,2024-08-12,Es Krim,-19.0,2160,2,laut,773.3,36.38,7.863,Ekstrem,79.85,Hujan Badai,0,29.51,reefer,0.0,14.93,0.2306,9,82.29,High
synthetic-013840,kombinasi-043,2024-08-12,Sayuran Daun Segar,2.0,72,6,kombinasi,1581.0,63.52,0.12,Tenang,5.0,Berawan,1,35.58,reefer,0.0,25.06,0.2681,1,60.22,Low
synthetic-000439,darat-005,2024-08-12,Susu Segar,2.5,168,8,darat,100.5,2.1,0.0,Tenang,22.18,Cerah Berawan,1,30.0,pasif,10.61,0.11,0.0672,4,17.98,Low
synthetic-005633,laut-010,2024-08-12,Daging Sapi Segar,1.5,120,12,laut,2923.1,105.81,1.672,Sedang,6.82,Cerah Berawan,1,32.97,reefer,0.0,39.64,0.322,23,71.04,Medium
synthetic-005032,laut-001,2024-08-12,Susu Segar,2.5,168,8,laut,1682.6,63.03,2.513,Tinggi,28.76,Berawan Tebal,0,29.3,reefer,0.0,25.21,0.3261,10,82.5,High
synthetic-010149,laut-074,2024-08-12,Sayuran Daun Segar,2.0,72,6,laut,908.5,45.61,1.352,Sedang,18.26,Berawan,1,27.82,reefer,0.0,15.98,0.1817,6,56.49,Low
synthetic-006477,laut-021,2024-08-12,Buah Potong Segar,3.0,48,4,laut,2599.4,102.84,2.58,Tinggi,20.79,Hujan Lebat,0,30.34,reefer,0.0,37.38,0.3775,3,89.85,High
synthetic-006566,laut-023,2024-08-12,Susu Segar,2.5,168,8,laut,1054.7,47.91,1.059,Rendah,16.82,Cerah Berawan,1,33.8,pasif,29.46,18.72,0.2845,12,73.33,Medium
synthetic-012570,kombinasi-026,2024-08-12,Ayam Segar,2.0,48,6,kombinasi,3434.4,125.9,2.818,Tinggi,33.48,Berawan Tebal,0,27.62,reefer,0.0,52.91,0.3961,11,90.0,High
synthetic-010336,laut-077,2024-08-12,Udang Segar,2.0,48,4,laut,1058.8,50.27,1.856,Sedang,15.53,Berawan,1,27.01,pasif,28.18,16.29,0.3308,6,76.67,Medium
synthetic-006213,laut-018,2024-08-12,Udang Segar,2.0,48,4,laut,1980.3,76.42,4.506,Sangat Tinggi,41.03,Berawan Tebal,0,24.27,pasif,30.97,31.76,0.3939,15,93.33,High
synthetic-000699,darat-008,2024-08-12,Sayuran Daun Segar,2.0,72,6,darat,247.1,4.82,0.0,Tenang,11.6,Berawan,1,30.0,reefer,0.0,5.34,0.0864,6,34.8,Low
synthetic-013833,kombinasi-043,2024-08-12,Tuna Segar,0.5,96,4,kombinasi,1581.0,73.28,1.97,Sedang,20.61,Cerah Berawan,1,30.41,pasif,31.38,25.06,0.2681,0,76.67,Medium
synthetic-005822,laut-012,2024-08-12,Buah Potong Segar,3.0,48,4,laut,90.9,14.87,1.21,Rendah,15.66,Cerah Berawan,1,34.22,reefer,0.0,5.88,0.094,6,48.7,Low
synthetic-009744,laut-068,2024-08-12,Salmon Segar,0.5,72,6,laut,1351.2,56.54,4.017,Sangat Tinggi,33.98,Hujan Badai,0,28.8,reefer,0.0,25.16,0.3661,10,93.33,High
synthetic-013002,kombinasi-032,2024-08-12,Daging Sapi Segar,1.5,120,12,kombinasi,892.2,36.86,2.82,Tinggi,28.76,Hujan Sedang,0,30.75,reefer,0.0,23.11,0.2816,15,81.46,High
synthetic-002918,darat-039,2024-08-12,Buah Potong Segar,3.0,48,4,darat,394.2,8.95,0.0,Tenang,10.26,Cerah,1,30.0,reefer,0.0,5.47,0.0908,22,41.68,Low
synthetic-003252,darat-044,2024-08-12,Susu Segar,2.5,168,8,darat,271.3,5.89,0.0,Tenang,5.0,Hujan Sedang,1,30.0,pasif,21.26,2.49,0.0807,13,34.48,Low
synthetic-002492,darat-032,2024-08-13,Udang Segar,2.0,48,4,darat,174.7,3.96,0.0,Tenang,13.24,Berawan,1,30.0,pasif,15.56,7.5,0.0748,2,59.04,Low
synthetic-011641,kombinasi-014,2024-08-13,Sayuran Daun Segar,2.0,72,6,kombinasi,803.9,37.42,2.192,Sedang,25.38,Berawan,1,32.27,pasif,28.82,20.84,0.2584,16,76.67,Medium
synthetic-000133,darat-001,2024-08-13,Daging Sapi Segar,1.5,120,12,darat,120.7,2.66,0.0,Tenang,7.07,Berawan,1,30.0,pasif,28.49,4.59,0.0712,9,34.84,Low
synthetic-010276,laut-076,2024-08-13,Susu Segar,2.5,168,8,laut,1019.8,46.85,2.067,Sedang,19.64,Berawan,1,31.46,reefer,0.0,21.6,0.2614,4,64.31,Medium
synthetic-009065,laut-057,2024-08-13,Udang Segar,2.0,48,4,laut,538.8,32.52,1.536,Sedang,12.98,Berawan,1,30.6,reefer,0.0,15.18,0.2137,20,64.55,Medium
synthetic-002902,darat-039,2024-08-13,Ayam Segar,2.0,48,6,darat,394.2,9.42,0.0,Tenang,19.25,Berawan,1,30.0,reefer,0.0,5.47,0.0908,5,37.79,Low
synthetic-007643,laut-038,2024-08-13,Daging Sapi Segar,1.5,120,12,laut,607.4,33.18,0.57,Rendah,5.0,Cerah Berawan,1,24.29,reefer,0.0,8.95,0.1501,15,36.16,Low
synthetic-008711,laut-053,2024-08-13,Salmon Segar,0.5,72,6,laut,2656.1,101.36,2.17,Sedang,22.6,Cerah Berawan,1,26.96,reefer,0.0,38.92,0.3854,12,76.67,Medium
synthetic-012821,kombinasi-030,2024-08-13,Susu Segar,2.5,168,8,kombinasi,2074.5,77.18,1.989,Sedang,6.79,Berawan,1,26.09,reefer,0.0,34.35,0.3378,11,69.43,Medium
synthetic-002388,darat-031,2024-08-13,Sayuran Daun Segar,2.0,72,6,darat,188.1,4.08,0.0,Tenang,25.95,Cerah Berawan,1,30.0,pasif,24.76,4.23,0.0731,16,65.78,Medium
synthetic-010450,laut-078,2024-08-13,Salmon Segar,0.5,72,6,laut,3894.5,144.67,0.149,Tenang,5.0,Cerah,1,35.68,pasif,31.96,47.69,0.2429,14,70.0,Medium
synthetic-007385,laut-034,2024-08-13,Salmon Segar,0.5,72,6,laut,533.8,29.91,1.141,Rendah,15.88,Berawan,1,30.02,reefer,0.0,13.24,0.1288,13,47.62,Low
synthetic-006613,laut-023,2024-08-13,Udang Beku,-19.0,4320,48,laut,1054.7,51.21,6.791,Ekstrem,68.12,Hujan Lebat,0,30.13,reefer,0.0,18.72,0.2845,0,80.21,High
synthetic-000598,darat-007,2024-08-13,Daging Sapi Segar,1.5,120,12,darat,200.4,4.76,0.0,Tenang,13.04,Cerah Berawan,1,30.0,reefer,0.0,3.59,0.0739,9,24.78,Low
synthetic-011121,kombinasi-008,2024-08-13,Es Krim,-19.0,2160,2,kombinasi,1040.0,44.36,2.271,Sedang,15.97,Cerah Berawan,1,27.37,reefer,0.0,27.89,0.3561,20,69.63,Medium
synthetic-005233,laut-003,2024-08-13,Buah Potong Segar,3.0,48,4,laut,478.0,29.03,3.2,Tinggi,28.1,Hujan Sedang,0,25.51,reefer,0.0,22.62,0.2693,20,80.55,High
synthetic-006693,laut-024,2024-08-13,Susu Segar,2.5,168,8,laut,1397.4,60.75,4.054,Sangat Tinggi,55.52,Berawan Tebal,0,22.0,pasif,28.87,26.16,0.3664,15,93.33,High
synthetic-001328,darat-017,2024-08-13,Daging Sapi Segar,1.5,120,12,darat,127.8,2.65,0.0,Tenang,26.2,Cerah,1,30.0,reefer,0.0,3.84,0.0841,2,20.74,Low
synthetic-008728,laut-053,2024-08-13,Susu Segar,2.5,168,8,laut,2656.1,100.3,2.477,Sedang,26.81,Cerah Berawan,1,31.56,reefer,0.0,38.92,0.3854,23,72.76,Medium
synthetic-004983,laut-000,2024-08-13,Ayam Segar,2.0,48,6,laut,963.7,43.84,1.203,Rendah,11.2,Cerah,1,27.58,reefer,0.0,19.86,0.2566,10,60.63,Low
synthetic-011310,kombinasi-010,2024-08-14,Daging Sapi Segar,1.5,120,12,kombinasi,947.5,42.35,2.275,Sedang,19.99,Hujan Ringan,1,26.62,reefer,0.0,26.34,0.3554,8,71.71,Medium
synthetic-000935,darat-012,2024-08-14,Udang Beku,-19.0,4320,48,darat,261.8,5.67,0.0,Tenang,23.74,Cerah,1,30.0,reefer,0.0,3.84,0.0771,20,9.45,Low
synthetic-005958,laut-014,2024-08-14,Susu Segar,2.5,168,8,laut,1014.7,42.77,0.4,Tenang,5.0,Berawan,1,34.85,reefer,0.0,16.25,0.2609,2,53.23,Low
synthetic-004885,darat-069,2024-08-14,Sayuran Daun Segar,2.0,72,6,darat,218.7,5.08,0.0,Tenang,7.08,Cerah Berawan,1,30.0,reefer,0.0,5.85,0.0734,15,28.45,Low
synthetic-008473,laut-049,2024-08-14,Buah Potong Segar,3.0,48,4,laut,3867.5,133.92,5.841,Sangat Tinggi,52.68,Hujan Lebat,0,30.92,pasif,28.71,51.7,0.3848,7,93.33,High
synthetic-010675,kombinasi-001,2024-08-14,Salmon Segar,0.5,72,6,kombinasi,980.1,43.1,2.766,Tinggi,22.73,Berawan Tebal,0,29.51,reefer,0.0,18.59,0.2783,16,81.63,High
synthetic-013677,kombinasi-040,2024-08-14,Sayuran Daun Segar,2.0,72,6,kombinasi,3090.1,120.31,2.978,Tinggi,27.57,Hujan Lebat,0,27.12,reefer,0.0,48.44,0.4023,20,90.0,High
synthetic-000217,darat-002,2024-08-14,Tuna Segar,0.5,96,4,darat,422.7,9.78,0.0,Tenang,10.41,Berawan,1,30.0,reefer,0.0,7.14,0.0906,15,42.32,Low
synthetic-013890,kombinasi-043,2024-08-14,Es Krim,-19.0,2160,2,kombinasi,1581.0,64.58,0.16,Tenang,7.06,Berawan,1,24.58,pasif,49.28,25.06,0.2681,2,70.0,Medium
synthetic-006150,laut-018,2024-08-14,Sayuran Daun Segar,2.0,72,6,laut,1980.3,73.28,4.929,Sangat Tinggi,47.57,Hujan Badai,0,28.83,reefer,0.0,31.76,0.3939,17,93.33,High
synthetic-008095,laut-044,2024-08-14,Susu Segar,2.5,168,8,laut,1601.0,69.11,4.096,Sangat Tinggi,43.05,Hujan Badai,0,32.09,reefer,0.0,26.98,0.3883,8,93.33,High
synthetic-007308,laut-033,2024-08-14,Daging Sapi Segar,1.5,120,12,laut,1214.7,58.0,0.512,Rendah,5.0,Cerah,1,29.61,reefer,0.0,19.73,0.2224,3,55.26,Low
synthetic-014300,kombinasi-049,2024-08-14,Susu Segar,2.5,168,8,kombinasi,1073.4,45.91,1.578,Sedang,17.11,Cerah Berawan,1,26.45,pasif,27.71,24.25,0.2947,0,76.67,Medium
synthetic-013431,kombinasi-037,2024-08-14,Buah Potong Segar,3.0,48,4,kombinasi,2861.2,112.09,1.292,Sedang,18.01,Hujan Ringan,1,30.06,pasif,29.31,40.92,0.3373,17,76.67,Medium
synthetic-009791,laut-069,2024-08-14,Tuna Segar,0.5,96,4,laut,1885.5,78.46,1.994,Sedang,24.88,Hujan Ringan,1,29.98,reefer,0.0,31.56,0.3885,15,76.67,Medium
synthetic-008262,laut-046,2024-08-14,Daging Sapi Segar,1.5,120,12,laut,1231.3,54.22,0.469,Tenang,5.0,Berawan,1,29.62,reefer,0.0,21.48,0.2824,21,54.11,Low
synthetic-003497,darat-048,2024-08-14,Udang Segar,2.0,48,4,darat,402.1,8.56,0.0,Tenang,13.9,Cerah,1,30.0,reefer,0.0,5.9,0.0866,18,38.82,Low
synthetic-000900,darat-011,2024-08-14,Tuna Segar,0.5,96,4,darat,430.9,10.77,0.0,Tenang,13.07,Berawan,1,30.0,pasif,21.32,7.02,0.1066,7,67.54,Medium
synthetic-005587,laut-009,2024-08-14,Salmon Segar,0.5,72,6,laut,3381.2,127.43,4.666,Sangat Tinggi,50.36,Hujan Badai,0,31.24,reefer,0.0,47.31,0.3822,10,93.33,High
synthetic-001119,darat-014,2024-08-14,Daging Sapi Segar,1.5,120,12,darat,346.8,8.59,0.0,Tenang,12.55,Hujan Sedang,1,30.0,reefer,0.0,6.3,0.0835,20,23.63,Low
synthetic-013124,kombinasi-033,2024-08-14,Daging Sapi Segar,1.5,120,12,kombinasi,4072.2,152.39,0.834,Rendah,11.05,Berawan,1,27.4,pasif,30.93,53.96,0.2704,18,73.33,Medium
synthetic-012057,kombinasi-019,2024-08-14,Udang Segar,2.0,48,4,kombinasi,1727.7,66.39,2.202,Sedang,23.73,Hujan Ringan,1,30.49,reefer,0.0,37.88,0.4003,19,76.67,Medium
synthetic-012507,kombinasi-025,2024-08-14,Buah Potong Segar,3.0,48,4,kombinasi,359.3,19.58,1.131,Rendah,6.0,Berawan,1,28.88,pasif,24.82,10.84,0.1322,14,61.8,Low
synthetic-001847,darat-024,2024-08-14,Susu Segar,2.5,168,8,darat,185.2,4.3,0.0,Tenang,14.72,Cerah Berawan,1,30.0,reefer,0.0,7.15,0.0919,14,38.69,Low
synthetic-004883,darat-069,2024-08-15,Daging Sapi Segar,1.5,120,12,darat,218.7,4.52,0.0,Tenang,26.03,Berawan,1,30.0,reefer,0.0,5.85,0.0734,7,20.8,Low
synthetic-007362,laut-033,2024-08-15,Tuna Segar,0.5,96,4,laut,1214.7,48.52,0.331,Tenang,5.0,Cerah Berawan,1,33.63,reefer,0.0,19.73,0.2224,6,52.12,Low
synthetic-000643,darat-008,2024-08-15,Daging Sapi Segar,1.5,120,12,darat,247.1,5.28,0.0,Tenang,11.67,Cerah Berawan,1,30.0,pasif,30.18,5.34,0.0864,5,39.33,Low
synthetic-011031,kombinasi-006,2024-08-15,Daging Sapi Segar,1.5,120,12,kombinasi,1974.1,81.71,2.118,Sedang,28.53,Berawan,1,33.71,reefer,0.0,35.45,0.3997,12,76.45,Medium
synthetic-003292,darat-045,2024-08-15,Susu Segar,2.5,168,8,darat,291.4,6.73,0.0,Tenang,5.0,Cerah Berawan,1,30.0,reefer,0.0,4.71,0.0815,20,15.69,Low
synthetic-000854,darat-010,2024-08-15,Daging Sapi Segar,1.5,120,12,darat,462.7,10.3,0.0,Tenang,5.0,Cerah,1,30.0,pasif,29.39,4.58,0.0952,9,37.27,Low
synthetic-012467,kombinasi-024,2024-08-15,Daging Sapi Segar,1.5,120,12,kombinasi,1110.8,46.29,0.773,Rendah,5.0,Cerah,1,25.18,reefer,0.0,22.35,0.3104,11,62.55,Medium
synthetic-002075,darat-027,2024-08-15,Buah Potong Segar,3.0,48,4,darat,322.9,7.25,0.0,Tenang,10.13,Cerah,1,30.0,reefer,0.0,1.13,0.0886,17,25.34,Low
synthetic-009408,laut-063,2024-08-15,Salmon Segar,0.5,72,6,laut,3392.1,120.09,1.486,Sedang,22.34,Berawan,1,26.91,reefer,0.0,40.24,0.317,5,71.27,Medium
synthetic-013859,kombinasi-043,2024-08-15,Salmon Segar,0.5,72,6,kombinasi,1581.0,68.27,1.666,Sedang,6.22,Berawan,1,28.95,reefer,0.0,25.06,0.2681,11,67.41,Medium
synthetic-001015,darat-013,2024-08-15,Daging Sapi Segar,1.5,120,12,darat,550.3,11.65,0.0,Tenang,11.96,Berawan,1,30.0,reefer,0.0,5.47,0.1016,17,28.76,Low
synthetic-012559,kombinasi-026,2024-08-15,Es Krim,-19.0,2160,2,kombinasi,3434.4,123.41,5.608,Sangat Tinggi,51.15,Hujan Lebat,0,28.06,reefer,0.0,52.91,0.3961,9,93.33,High
synthetic-013601,kombinasi-039,2024-08-15,Sayuran Daun Segar,2.0,72,6,kombinasi,1759.6,62.95,1.327,Sedang,16.69,Cerah Berawan,1,26.75,reefer,0.0,29.53,0.2723,23,70.36,Medium
synthetic-011687,kombinasi-015,2024-08-15,Buah Potong Segar,3.0,48,4,kombinasi,951.8,37.14,1.433,Sedang,11.89,Cerah Berawan,1,33.51,reefer,0.0,22.1,0.2032,16,60.83,Low
synthetic-013338,kombinasi-036,2024-08-15,Sayuran Daun Segar,2.0,72,6,kombinasi,1256.9,53.85,3.041,Tinggi,39.74,Hujan Sedang,0,26.02,reefer,0.0,25.4,0.3833,1,90.0,High
synthetic-000535,darat-006,2024-08-15,Salmon Segar,0.5,72,6,darat,273.4,6.13,0.0,Tenang,27.39,Berawan,1,30.0,reefer,0.0,3.98,0.0902,15,31.58,Low
synthetic-009228,laut-060,2024-08-15,Es Krim,-19.0,2160,2,laut,2132.7,78.85,1.115,Rendah,16.34,Berawan,1,23.51,reefer,0.0,32.91,0.3908,22,67.62,Medium
synthetic-012850,kombinasi-030,2024-08-15,Udang Beku,-19.0,4320,48,kombinasi,2074.5,78.62,1.215,Rendah,10.05,Cerah,1,29.45,reefer,0.0,34.35,0.3378,22,53.42,Low
synthetic-002141,darat-028,2024-08-15,Sayuran Daun Segar,2.0,72,6,darat,333.7,7.03,0.0,Tenang,22.78,Cerah,1,30.0,reefer,0.0,4.67,0.0932,21,27.45,Low
synthetic-001112,darat-014,2024-08-15,Udang Segar,2.0,48,4,darat,346.8,6.98,0.0,Tenang,29.45,Hujan Ringan,1,30.0,pasif,17.09,6.3,0.0835,19,64.74,Medium
synthetic-013525,kombinasi-038,2024-08-16,Susu Segar,2.5,168,8,kombinasi,319.4,19.54,0.685,Rendah,10.69,Berawan,1,30.74,reefer,0.0,13.95,0.129,21,46.1,Low
synthetic-014107,kombinasi-046,2024-08-16,Es Krim,-19.0,2160,2,kombinasi,1112.1,45.72,2.151,Sedang,18.93,Hujan Ringan,1,28.99,reefer,0.0,30.57,0.3635,19,69.88,Medium
synthetic-010191,laut-075,2024-08-16,Salmon Segar,0.5,72,6,laut,995.3,48.39,0.963,Rendah,16.23,Cerah,1,31.0,reefer,0.0,15.78,0.1901,9,54.17,Low
synthetic-010885,kombinasi-004,2024-08-16,Sayuran Daun Segar,2.0,72,6,kombinasi,1133.6,48.06,5.998,Sangat Tinggi,67.18,Hujan Badai,0,28.21,pasif,29.75,26.42,0.3698,16,93.33,High
synthetic-003789,darat-052,2024-08-16,Buah Potong Segar,3.0,48,4,darat,90.1,2.09,0.0,Tenang,19.77,Cerah,1,30.0,pasif,12.14,4.4,0.0927,12,51.38,Low
synthetic-007027,laut-028,2024-08-16,Buah Potong Segar,3.0,48,4,laut,1066.5,47.3,0.371,Tenang,5.0,Cerah,1,29.14,pasif,26.64,14.93,0.1943,9,63.95,Medium
synthetic-010926,kombinasi-005,2024-08-16,Es Krim,-19.0,2160,2,kombinasi,3073.9,110.26,7.583,Ekstrem,79.91,Hujan Lebat,0,28.92,reefer,0.0,44.04,0.3435,23,91.79,High
synthetic-011665,kombinasi-014,2024-08-16,Salmon Segar,0.5,72,6,kombinasi,803.9,39.28,2.926,Tinggi,34.43,Berawan Tebal,0,30.78,pasif,29.99,20.84,0.2584,14,90.0,High
synthetic-006270,laut-019,2024-08-16,Daging Sapi Segar,1.5,120,12,laut,2305.5,85.07,3.925,Tinggi,43.84,Hujan Lebat,0,33.11,reefer,0.0,38.6,0.3794,0,88.74,High
synthetic-005655,laut-010,2024-08-16,Salmon Segar,0.5,72,6,laut,2923.1,111.71,1.642,Sedang,20.23,Hujan Ringan,1,29.14,pasif,32.12,39.64,0.322,2,76.67,Medium
synthetic-002999,darat-040,2024-08-16,Udang Segar,2.0,48,4,darat,420.6,8.96,0.0,Tenang,30.32,Cerah Berawan,1,30.0,pasif,23.58,8.23,0.0941,13,70.0,Medium
synthetic-006725,laut-025,2024-08-16,Udang Beku,-19.0,4320,48,laut,3142.5,117.5,1.257,Sedang,5.0,Hujan Ringan,1,31.03,pasif,50.71,41.58,0.3208,7,61.58,Low
synthetic-002615,darat-034,2024-08-16,Ayam Segar,2.0,48,6,darat,384.8,8.02,0.0,Tenang,5.0,Berawan,1,30.0,reefer,0.0,5.52,0.0849,21,41.59,Low
synthetic-004554,darat-063,2024-08-16,Sayuran Daun Segar,2.0,72,6,darat,376.8,8.91,0.0,Tenang,14.71,Cerah Berawan,1,30.0,pasif,24.51,1.76,0.1013,18,55.57,Low
synthetic-003593,darat-049,2024-08-16,Es Krim,-19.0,2160,2,darat,262.1,5.78,0.0,Tenang,10.27,Berawan,1,30.0,reefer,0.0,8.09,0.0863,20,37.87,Low
synthetic-002311,darat-030,2024-08-16,Daging Sapi Segar,1.5,120,12,darat,1119.5,25.1,0.0,Tenang,5.0,Cerah Berawan,1,30.0,reefer,0.0,15.87,0.1538,22,43.93,Low
synthetic-010349,laut-077,2024-08-16,Ayam Segar,2.0,48,6,laut,1058.8,47.23,1.599,Sedang,17.33,Cerah Berawan,1,29.53,reefer,0.0,16.29,0.3308,0,73.94,Medium
synthetic-003609,darat-049,2024-08-16,Buah Potong Segar,3.0,48,4,darat,262.1,5.95,0.0,Tenang,12.51,Hujan Sedang,1,30.0,reefer,0.0,8.09,0.0863,14,38.05,Low
synthetic-009039,laut-057,2024-08-16,Salmon Segar,0.5,72,6,laut,538.8,28.07,1.641,Sedang,14.45,Berawan,1,29.67,reefer,0.0,15.18,0.2137,11,60.5,Low
synthetic-007599,laut-037,2024-08-16,Susu Segar,2.5,168,8,laut,2902.7,110.44,1.774,Sedang,23.12,Hujan Ringan,1,29.86,reefer,0.0,38.0,0.3235,22,70.42,Medium
synthetic-002035,darat-027,2024-08-16,Udang Segar,2.0,48,4,darat,322.9,7.16,0.0,Tenang,15.97,Hujan Sedang,1,30.0,reefer,0.0,1.13,0.0886,18,19.76,Low
synthetic-009587,laut-065,2024-08-16,Ayam Segar,2.0,48,6,laut,3771.6,140.18,1.787,Sedang,23.43,Berawan,1,34.76,pasif,29.3,46.51,0.3175,22,76.67,Medium
synthetic-010908,kombinasi-005,2024-08-16,Salmon Segar,0.5,72,6,kombinasi,3073.9,109.6,0.696,Rendah,10.04,Cerah,1,32.87,reefer,0.0,44.04,0.3435,3,71.95,Medium
synthetic-004499,darat-063,2024-08-17,Sayuran Daun Segar,2.0,72,6,darat,376.8,7.96,0.0,Tenang,7.46,Cerah,1,30.0,pasif,19.67,1.76,0.1013,16,38.72,Low
synthetic-009875,laut-070,2024-08-17,Susu Segar,2.5,168,8,laut,2496.9,101.72,1.656,Sedang,11.7,Berawan,1,25.06,reefer,0.0,31.11,0.2403,21,62.78,Medium
synthetic-010901,kombinasi-004,2024-08-17,Udang Segar,2.0,48,4,kombinasi,1133.6,47.81,2.527,Tinggi,33.71,Hujan Sedang,0,29.24,reefer,0.0,26.42,0.3698,10,90.0,High
synthetic-007356,laut-033,2024-08-17,Udang Segar,2.0,48,4,laut,1214.7,53.22,1.199,Rendah,7.07,Cerah,1,31.1,reefer,0.0,19.73,0.2224,21,60.58,Low
synthetic-006789,laut-025,2024-08-17,Tuna Segar,0.5,96,4,laut,3142.5,102.79,0.985,Rendah,8.99,Cerah,1,33.12,reefer,0.0,41.58,0.3208,11,69.71,Medium
synthetic-002354,darat-030,2024-08-17,Es Krim,-19.0,2160,2,darat,1119.5,24.58,0.0,Tenang,27.28,Cerah,1,30.0,reefer,0.0,15.87,0.1538,11,45.45,Low
synthetic-001474,darat-019,2024-08-17,Tuna Segar,0.5,96,4,darat,241.4,5.25,0.0,Tenang,17.33,Cerah,1,30.0,reefer,0.0,6.09,0.0769,23,40.58,Low
synthetic-003823,darat-053,2024-08-17,Daging Sapi Segar,1.5,120,12,darat,199.9,4.68,0.0,Tenang,14.65,Cerah Berawan,1,30.0,reefer,0.0,1.65,0.0755,19,16.26,Low
synthetic-007678,laut-038,2024-08-17,Salmon Segar,0.5,72,6,laut,607.4,34.59,0.518,Rendah,5.0,Cerah,1,25.77,reefer,0.0,8.95,0.1501,18,49.72,Low
synthetic-010578,kombinasi-000,2024-08-17,Udang Beku,-19.0,4320,48,kombinasi,3120.8,113.87,1.551,Sedang,14.77,Hujan Ringan,1,36.85,pasif,51.21,48.31,0.3985,13,71.95,Medium
synthetic-004601,darat-064,2024-08-17,Udang Beku,-19.0,4320,48,darat,411.3,8.78,0.0,Tenang,41.08,Cerah Berawan,1,30.0,reefer,0.0,2.91,0.0878,9,11.96,Low
synthetic-000181,darat-001,2024-08-17,Es Krim,-19.0,2160,2,darat,120.7,2.72,0.0,Tenang,14.31,Cerah,1,30.0,pasif,22.13,4.59,0.0712,3,58.78,Low
synthetic-009513,laut-064,2024-08-17,Sayuran Daun Segar,2.0,72,6,laut,2282.1,83.15,0.149,Tenang,5.84,Cerah Berawan,1,27.78,pasif,26.34,33.27,0.3238,7,70.0,Medium
synthetic-008544,laut-050,2024-08-17,Ayam Segar,2.0,48,6,laut,1979.6,74.46,2.923,Tinggi,26.93,Hujan Sedang,0,26.94,reefer,0.0,27.3,0.3136,21,90.0,High
